Exported SMaRT Impedance Data
Experiment start time : 03-10-2022 13:22:36
Result Number;Sweep Number;Point Number;Time;frequency (Hz);AC Level (V);DC Level (V);Set Point ('C);Temperature ('C);Control ('C);Impedance Magnitude (Ohms);Impedance Phase Degrees (');Admittance Magnitude (S);Capacitance Magnitude (F);Result Number.Sweep Number.Point Number.Time.Frequency (Hz).AC Level (V).DC Level (V).Set Point ('C).Temperature ('C).Control ('C).Impedance Magnitude (Ohms).Impedance Phase Degrees (').Admittance Magnitude (S).Capacitance Magnitude (F)
76;3;14;00:03:21;2511.88647460938;0.025;0;-;-;-;793.8572;-21.37088;1.259672E-03;7.981377E-08;
77;3;15;00:03:23;1584.89318847656;0.025;0;-;-;-;877.6378;-29.18496;1.139422E-03;1.144208E-07;
78;3;16;00:03:25;1000;0.025;0;-;-;-;1029.587;-38.42872;9.712631E-04;1.545814E-07;
79;3;17;00:03:27;630.957336425781;0.025;0;-;-;-;1295.998;-47.77463;7.716059E-04;1.946327E-07;
80;3;18;00:03:29;398.107177734375;0.025;0;-;-;-;1734.407;-55.85567;5.76566E-04;2.304991E-07;
81;3;19;00:03:33;251.18864440918;0.025;0;-;-;-;2419.063;-62.13022;4.133833E-04;2.619227E-07;
82;3;20;00:03:35;158.489318847656;0.025;0;-;-;-;3456.336;-66.76453;2.893237E-04;2.905389E-07;
83;3;21;00:03:37;100;0.025;0;-;-;-;5013.999;-70.14272;1.994416E-04;3.174213E-07;
84;3;22;00:03:39;63.0957374572754;0.025;0;-;-;-;7344.273;-72.60459;1.361605E-04;3.434562E-07;
85;3;23;00:03:41;39.8107147216797;0.025;0;-;-;-;10830.23;-74.40479;9.23341E-05;3.691326E-07;
86;3;24;00:03:43;25.1188640594482;0.025;0;-;-;-;16029.91;-75.7131;6.238338E-05;3.952657E-07;
87;3;25;00:03:45;15.8489322662354;0.025;0;-;-;-;23800.36;-76.74379;4.201618E-05;4.219265E-07;
88;3;26;00:03:47;10;0.025;0;-;-;-;35387.73;-77.63534;2.825838E-05;4.497462E-07;
89;3;27;00:03:51;6.30957365036011;0.025;0;-;-;-;52835.78;-78.4651;1.892657E-05;4.774107E-07;
90;3;28;00:03:53;3.98107171058655;0.025;0;-;-;-;79254.2;-79.23817;1.261763E-05;5.044266E-07;
91;3;29;00:03:56;2.51188659667969;0.025;0;-;-;-;119315.8;-79.95666;8.381119E-06;5.310339E-07;
92;3;30;00:03:58;1.58489310741425;0.025;0;-;-;-;180290.5;-80.64465;5.546604E-06;5.569901E-07;
93;3;31;00:04:00;1;0.025;0;-;-;-;273651.5;-81.22343;3.654283E-06;5.815973E-07;
