Exported SMaRT Impedance Data
Experiment start time : 02-08-2022 14:56:49
Result Number;Sweep Number;Point Number;Time;frequency (Hz);AC Level (V);DC Level (V);Set Point ('C);Temperature ('C);Control ('C);Impedance Magnitude (Ohms);Impedance Phase Degrees (');Admittance Magnitude (S);Capacitance Magnitude (F);Result Number.Sweep Number.Point Number.Time.Frequency (Hz).AC Level (V).DC Level (V).Set Point ('C).Temperature ('C).Control ('C).Impedance Magnitude (Ohms).Impedance Phase Degrees (').Admittance Magnitude (S).Capacitance Magnitude (F)
20;1;20;00:01:18;158.489318847656;0.025;0;-;-;-;8656.275;-71.48498;1.155231E-04;1.160083E-07;
21;1;21;00:01:20;100;0.025;0;-;-;-;12666.15;-73.17319;7.895061E-05;1.256538E-07;
22;1;22;00:01:22;63.0957374572754;0.025;0;-;-;-;18634.99;-74.31731;5.366248E-05;1.353602E-07;
23;1;23;00:01:24;39.8107147216797;0.025;0;-;-;-;27528.08;-75.10895;3.632654E-05;1.45226E-07;
24;1;24;00:01:27;25.1188640594482;0.025;0;-;-;-;40611.79;-75.49613;2.462339E-05;1.560156E-07;
25;1;25;00:01:29;15.8489322662354;0.025;0;-;-;-;59990.89;-75.65134;1.66692E-05;1.673921E-07;
26;1;26;00:01:31;10;0.025;0;-;-;-;88488.18;-75.72118;1.130094E-05;1.798602E-07;
27;1;27;00:01:33;6.30957365036011;0.025;0;-;-;-;130566.6;-75.66611;7.658924E-06;1.931915E-07;
28;1;28;00:01:35;3.98107171058655;0.025;0;-;-;-;192864.6;-75.47317;5.184985E-06;2.072849E-07;
29;1;29;00:01:40;2.51188659667969;0.025;0;-;-;-;282706.8;-75.31511;3.537233E-06;2.241217E-07;
30;1;30;00:01:43;1.58489310741425;0.025;0;-;-;-;415915.1;-75.17885;2.404337E-06;2.414435E-07;
31;1;31;00:01:45;1;0.025;0;-;-;-;608945.7;-74.82973;1.642182E-06;2.613615E-07;
32;2;1;00:01:53;1000000;0.025;0;-;-;-;580.9247;-22.09006;1.721393E-03;2.739683E-10;
33;2;2;00:02:03;630957.3125;0.025;0;-;-;-;612.4454;-14.37228;1.632799E-03;4.118631E-10;
34;2;3;00:02:05;398107.1875;0.025;0;-;-;-;627.9747;-9.991577;1.592421E-03;6.366166E-10;
35;2;4;00:02:07;251188.640625;0.025;0;-;-;-;636.9537;-7.384959;1.569973E-03;9.947464E-10;
36;2;5;00:02:09;158489.3125;0.025;0;-;-;-;643.416;-6.050431;1.554205E-03;1.560732E-09;
37;2;6;00:02:11;100000;0.025;0;-;-;-;649.1116;-5.711579;1.540567E-03;2.45189E-09;
38;2;7;00:02:16;63095.734375;0.025;0;-;-;-;655.1003;-6.299561;1.526484E-03;3.850458E-09;
39;2;8;00:02:18;39810.71875;0.025;0;-;-;-;664.1667;-7.863183;1.505646E-03;6.019259E-09;
40;2;9;00:02:20;25118.86328125;0.025;0;-;-;-;678.8875;-10.56724;1.472998E-03;9.333027E-09;
41;2;10;00:02:22;15848.931640625;0.025;0;-;-;-;703.8481;-14.61908;1.420761E-03;1.426728E-08;
42;2;11;00:02:24;10000;0.025;0;-;-;-;747.5613;-20.22175;1.337683E-03;2.128989E-08;
43;2;12;00:02:25;6309.5732421875;0.025;0;-;-;-;824.6962;-27.36356;1.212568E-03;3.058625E-08;
44;2;13;00:02:27;3981.07177734375;0.025;0;-;-;-;958.1848;-35.55534;1.04364E-03;4.172256E-08;
45;2;14;00:02:29;2511.88647460938;0.025;0;-;-;-;1180.345;-43.87449;8.472099E-04;5.367984E-08;
46;2;15;00:02:31;1584.89318847656;0.025;0;-;-;-;1533.67;-51.39137;6.520306E-04;6.547692E-08;
47;2;16;00:02:33;1000;0.025;0;-;-;-;2075.258;-57.59609;4.818677E-04;7.669166E-08;
48;2;17;00:02:36;630.957336425781;0.025;0;-;-;-;2884.875;-62.45179;3.466354E-04;8.743659E-08;
49;2;18;00:02:38;398.107177734375;0.025;0;-;-;-;4086.817;-66.20644;2.446892E-04;9.782166E-08;
50;2;19;00:02:41;251.18864440918;0.025;0;-;-;-;5864.281;-69.10017;1.705239E-04;1.080452E-07;
51;2;20;00:02:43;158.489318847656;0.025;0;-;-;-;8510.429;-71.38567;1.175029E-04;1.179964E-07;
52;2;21;00:02:45;100;0.025;0;-;-;-;12450.22;-73.07219;8.031986E-05;1.27833E-07;
53;2;22;00:02:47;63.0957374572754;0.025;0;-;-;-;18318.18;-74.26315;5.459059E-05;1.377013E-07;
54;2;23;00:02:49;39.8107147216797;0.025;0;-;-;-;27070.03;-74.95344;3.694122E-05;1.476833E-07;
55;2;24;00:02:52;25.1188640594482;0.025;0;-;-;-;39923.61;-75.36654;2.504784E-05;1.587049E-07;
56;2;25;00:02:54;15.8489322662354;0.025;0;-;-;-;59027.38;-75.54187;1.694129E-05;1.701244E-07;
57;2;26;00:02:56;10;0.025;0;-;-;-;87018.75;-75.5745;1.149178E-05;1.828973E-07;
58;2;27;00:02:58;6.30957365036011;0.025;0;-;-;-;128283.3;-75.50282;7.795248E-06;1.966302E-07;
59;2;28;00:03:01;3.98107171058655;0.025;0;-;-;-;188525.6;-75.35539;5.304319E-06;2.120557E-07;
60;2;29;00:03:03;2.51188659667969;0.025;0;-;-;-;277286.7;-75.14967;3.606376E-06;2.285026E-07;
61;2;30;00:03:05;1.58489310741425;0.025;0;-;-;-;407952.9;-74.9348;2.451264E-06;2.461559E-07;
62;2;31;00:03:07;1;0.025;0;-;-;-;597566;-74.60198;1.673455E-06;2.663387E-07;
63;3;1;00:03:16;1000000;0.025;0;-;-;-;571.4204;-21.66263;1.750025E-03;2.785252E-10;
64;3;2;00:03:22;630957.3125;0.025;0;-;-;-;602.2073;-14.1103;1.660558E-03;4.188651E-10;
65;3;3;00:03:24;398107.1875;0.025;0;-;-;-;617.134;-9.827324;1.620393E-03;6.477996E-10;
66;3;4;00:03:26;251188.640625;0.025;0;-;-;-;625.8625;-7.28879;1.597795E-03;1.012375E-09;
67;3;5;00:03:27;158489.3125;0.025;0;-;-;-;632.2308;-6.005705;1.581701E-03;1.588344E-09;
68;3;6;00:03:29;100000;0.025;0;-;-;-;637.8896;-5.706379;1.567669E-03;2.495024E-09;
69;3;7;00:03:34;63095.734375;0.025;0;-;-;-;644.0703;-6.329818;1.552626E-03;3.9164E-09;
70;3;8;00:03:36;39810.71875;0.025;0;-;-;-;653.224;-7.932693;1.530869E-03;6.120093E-09;
71;3;9;00:03:38;25118.86328125;0.025;0;-;-;-;668.0635;-10.67723;1.496864E-03;9.484239E-09;
72;3;10;00:03:40;15848.931640625;0.025;0;-;-;-;693.1958;-14.77135;1.442594E-03;1.448653E-08;
73;3;11;00:03:42;10000;0.025;0;-;-;-;737.1854;-20.41762;1.356511E-03;2.158954E-08;
74;3;12;00:03:44;6309.5732421875;0.025;0;-;-;-;814.5581;-27.58298;1.22766E-03;3.096693E-08;
75;3;13;00:03:46;3981.07177734375;0.025;0;-;-;-;948.1089;-35.76399;1.054731E-03;4.216596E-08;
76;3;14;00:03:48;2511.88647460938;0.025;0;-;-;-;1169.641;-44.04081;8.549632E-04;5.41711E-08;
77;3;15;00:03:50;1584.89318847656;0.025;0;-;-;-;1521.107;-51.48699;6.574159E-04;6.601771E-08;
78;3;16;00:03:52;1000;0.025;0;-;-;-;2058.68;-57.62603;4.857481E-04;7.730923E-08;
79;3;17;00:03:56;630.957336425781;0.025;0;-;-;-;2860.72;-62.42771;3.495624E-04;8.817488E-08;
80;3;18;00:03:58;398.107177734375;0.025;0;-;-;-;4050.366;-66.15184;2.468913E-04;9.8702E-08;
81;3;19;00:04:02;251.18864440918;0.025;0;-;-;-;5809.241;-69.04006;1.721395E-04;1.090689E-07;
82;3;20;00:04:04;158.489318847656;0.025;0;-;-;-;8424.028;-71.31508;1.187081E-04;1.192066E-07;
83;3;21;00:04:06;100;0.025;0;-;-;-;12319.56;-73.00609;8.11717E-05;1.291888E-07;
84;3;22;00:04:07;63.0957374572754;0.025;0;-;-;-;18117.35;-74.20879;5.519571E-05;1.392276E-07;
85;3;23;00:04:09;39.8107147216797;0.025;0;-;-;-;26766.6;-74.93484;3.735999E-05;1.493575E-07;
86;3;24;00:04:12;25.1188640594482;0.025;0;-;-;-;39470.19;-75.30838;2.533558E-05;1.605281E-07;
87;3;25;00:04:14;15.8489322662354;0.025;0;-;-;-;58289.51;-75.46968;1.715575E-05;1.72278E-07;
88;3;26;00:04:16;10;0.025;0;-;-;-;85980.34;-75.49851;1.163056E-05;1.851062E-07;
89;3;27;00:04:18;6.30957365036011;0.025;0;-;-;-;126497.4;-75.41805;7.905303E-06;1.994062E-07;
90;3;28;00:04:20;3.98107171058655;0.025;0;-;-;-;186933.4;-75.17537;5.349499E-06;2.138619E-07;
91;3;29;00:04:23;2.51188659667969;0.025;0;-;-;-;273662.4;-75.0112;3.654137E-06;2.315288E-07;
92;3;30;00:04:25;1.58489310741425;0.025;0;-;-;-;402002;-74.80592;2.487549E-06;2.497997E-07;
93;3;31;00:04:27;1;0.025;0;-;-;-;588385.4;-74.40637;1.699566E-06;2.704944E-07;
