Exported SMaRT Impedance Data
Experiment start time : 03-10-2022 11:48:58
Result Number;Sweep Number;Point Number;Time;frequency (Hz);AC Level (V);DC Level (V);Set Point ('C);Temperature ('C);Control ('C);Impedance Magnitude (Ohms);Impedance Phase Degrees (');Admittance Magnitude (S);Capacitance Magnitude (F);Result Number.Sweep Number.Point Number.Time.Frequency (Hz).AC Level (V).DC Level (V).Set Point ('C).Temperature ('C).Control ('C).Impedance Magnitude (Ohms).Impedance Phase Degrees (').Admittance Magnitude (S).Capacitance Magnitude (F)
25;1;25;00:01:07;15.8489322662354;0.025;0;-;-;-;86330.66;-74.1719;1.158337E-05;1.163202E-07;
26;1;26;00:01:09;10;0.025;0;-;-;-;126347;-73.80764;7.914713E-06;1.259666E-07;
27;1;27;00:01:11;6.30957365036011;0.025;0;-;-;-;184065;-73.36642;5.432863E-06;1.370405E-07;
28;1;28;00:01:13;3.98107171058655;0.025;0;-;-;-;267699.1;-72.83282;3.735537E-06;1.49339E-07;
29;1;29;00:01:16;2.51188659667969;0.025;0;-;-;-;386873.3;-72.30887;2.584826E-06;1.637764E-07;
30;1;30;00:01:18;1.58489310741425;0.025;0;-;-;-;558628.6;-71.73612;1.790098E-06;1.797617E-07;
31;1;31;00:01:20;1;0.025;0;-;-;-;806239.2;-71.34853;1.240327E-06;1.974042E-07;
32;2;1;00:01:29;1000000;0.025;0;-;-;-;613.9608;-23.59416;1.628769E-03;2.592266E-10;
33;2;2;00:01:35;630957.3125;0.025;0;-;-;-;650.1935;-16.38282;1.538004E-03;3.879516E-10;
34;2;3;00:01:37;398107.1875;0.025;0;-;-;-;670.2367;-11.4764;1.49201E-03;5.964746E-10;
35;2;4;00:01:39;251188.640625;0.025;0;-;-;-;682.8613;-9.148106;1.464426E-03;9.278712E-10;
36;2;5;00:01:41;158489.3125;0.025;0;-;-;-;693.8855;-8.278918;1.44116E-03;1.447213E-09;
37;2;6;00:01:43;100000;0.025;0;-;-;-;706.1096;-8.639416;1.416211E-03;2.25397E-09;
38;2;7;00:01:47;63095.734375;0.025;0;-;-;-;721.9103;-10.16383;1.385214E-03;3.494113E-09;
39;2;8;00:01:49;39810.71875;0.025;0;-;-;-;746.9387;-12.88954;1.338798E-03;5.352236E-09;
40;2;9;00:01:51;25118.86328125;0.025;0;-;-;-;786.6893;-16.85224;1.27115E-03;8.0541E-09;
41;2;10;00:01:53;15848.931640625;0.025;0;-;-;-;850.3854;-22.01672;1.175937E-03;1.180876E-08;
42;2;11;00:01:55;10000;0.025;0;-;-;-;952.2546;-28.19199;1.050139E-03;1.671349E-08;
43;2;12;00:01:57;6309.5732421875;0.025;0;-;-;-;1112.341;-34.92999;8.990052E-04;2.267683E-08;
44;2;13;00:01:59;3981.07177734375;0.025;0;-;-;-;1357.804;-41.64395;7.364833E-04;2.944307E-08;
45;2;14;00:02:01;2511.88647460938;0.025;0;-;-;-;1723.878;-47.86568;5.800873E-04;3.675476E-08;
46;2;15;00:02:03;1584.89318847656;0.025;0;-;-;-;2260.867;-53.3946;4.423081E-04;4.441658E-08;
47;2;16;00:02:05;1000;0.025;0;-;-;-;3043.815;-58.24106;3.285351E-04;5.2288E-08;
48;2;17;00:02:07;630.957336425781;0.025;0;-;-;-;4195.227;-62.45116;2.383661E-04;6.012634E-08;
49;2;18;00:02:09;398.107177734375;0.025;0;-;-;-;5901.388;-66.05434;1.694517E-04;6.774324E-08;
50;2;19;00:02:13;251.18864440918;0.025;0;-;-;-;8445.179;-68.98254;1.184108E-04;7.502592E-08;
51;2;20;00:02:15;158.489318847656;0.025;0;-;-;-;12250.88;-71.20329;8.162678E-05;8.196961E-08;
52;2;21;00:02:17;100;0.025;0;-;-;-;17922.7;-72.72921;5.579518E-05;8.88008E-08;
53;2;22;00:02:19;63.0957374572754;0.025;0;-;-;-;26338.01;-73.65788;3.796794E-05;9.57717E-08;
54;2;23;00:02:21;39.8107147216797;0.025;0;-;-;-;38710.5;-74.06906;2.583278E-05;1.032741E-07;
55;2;24;00:02:23;25.1188640594482;0.025;0;-;-;-;56878.66;-74.1589;1.758129E-05;1.113963E-07;
56;2;25;00:02:25;15.8489322662354;0.025;0;-;-;-;83443.04;-73.96766;1.198422E-05;1.203456E-07;
57;2;26;00:02:27;10;0.025;0;-;-;-;121948.7;-73.62608;8.200168E-06;1.305098E-07;
58;2;27;00:02:29;6.30957365036011;0.025;0;-;-;-;177628.8;-73.188;5.629719E-06;1.420061E-07;
59;2;28;00:02:31;3.98107171058655;0.025;0;-;-;-;258053.6;-72.66428;3.875165E-06;1.54921E-07;
60;2;29;00:02:34;2.51188659667969;0.025;0;-;-;-;373338.3;-72.11815;2.678536E-06;1.69714E-07;
61;2;30;00:02:36;1.58489310741425;0.025;0;-;-;-;539067.9;-71.61163;1.855054E-06;1.862845E-07;
62;2;31;00:02:38;1;0.025;0;-;-;-;776226.9;-71.14857;1.288283E-06;2.050367E-07;
63;3;1;00:02:47;1000000;0.025;0;-;-;-;600.4579;-23.01866;1.665396E-03;2.65056E-10;
64;3;2;00:02:53;630957.3125;0.025;0;-;-;-;635.0281;-16.01031;1.574734E-03;3.972165E-10;
65;3;3;00:02:55;398107.1875;0.025;0;-;-;-;654.3;-11.25669;1.528351E-03;6.110029E-10;
66;3;4;00:02:57;251188.640625;0.025;0;-;-;-;666.6475;-9.030515;1.500043E-03;9.504383E-10;
67;3;5;00:02:59;158489.3125;0.025;0;-;-;-;677.6819;-8.245291;1.475618E-03;1.481816E-09;
68;3;6;00:03:01;100000;0.025;0;-;-;-;689.9714;-8.66388;1.449335E-03;2.30669E-09;
69;3;7;00:03:06;63095.734375;0.025;0;-;-;-;706.2512;-10.23988;1.415927E-03;3.571586E-09;
70;3;8;00:03:07;39810.71875;0.025;0;-;-;-;731.4221;-13.00495;0.0013672;5.465779E-09;
71;3;9;00:03:09;25118.86328125;0.025;0;-;-;-;771.4208;-16.99928;1.296309E-03;8.213513E-09;
72;3;10;00:03:11;15848.931640625;0.025;0;-;-;-;835.1705;-22.1748;1.19736E-03;1.202389E-08;
73;3;11;00:03:13;10000;0.025;0;-;-;-;936.7006;-28.32832;1.067577E-03;1.699102E-08;
74;3;12;00:03:15;6309.5732421875;0.025;0;-;-;-;1095.589;-35.00908;9.127511E-04;2.302356E-08;
75;3;13;00:03:17;3981.07177734375;0.025;0;-;-;-;1338.046;-41.65193;7.473583E-04;2.987783E-08;
76;3;14;00:03:19;2511.88647460938;0.025;0;-;-;-;1698.686;-47.80503;5.886903E-04;3.729986E-08;
77;3;15;00:03:21;1584.89318847656;0.025;0;-;-;-;2226.677;-53.28317;4.490997E-04;4.509859E-08;
78;3;16;00:03:24;1000;0.025;0;-;-;-;2995.424;-58.10046;3.338425E-04;5.313269E-08;
79;3;17;00:03:26;630.957336425781;0.025;0;-;-;-;4125.432;-62.30331;2.423989E-04;6.114357E-08;
80;3;18;00:03:28;398.107177734375;0.025;0;-;-;-;5799.655;-65.91161;1.72424E-04;6.893155E-08;
81;3;19;00:03:31;251.18864440918;0.025;0;-;-;-;8294.04;-68.8456;1.205685E-04;7.639309E-08;
82;3;20;00:03:33;158.489318847656;0.025;0;-;-;-;12025.5;-71.06967;8.315659E-05;8.350585E-08;
83;3;21;00:03:35;100;0.025;0;-;-;-;17583.6;-72.6054;5.687117E-05;9.051329E-08;
84;3;22;00:03:37;63.0957374572754;0.025;0;-;-;-;25819.59;-73.53943;3.873029E-05;9.769467E-08;
85;3;23;00:03:39;39.8107147216797;0.025;0;-;-;-;37944.38;-74.00066;2.635436E-05;1.053593E-07;
86;3;24;00:03:41;25.1188640594482;0.025;0;-;-;-;55749.6;-74.06146;1.793735E-05;1.136523E-07;
87;3;25;00:03:43;15.8489322662354;0.025;0;-;-;-;81711.22;-73.90951;1.223822E-05;1.228962E-07;
88;3;26;00:03:45;10;0.025;0;-;-;-;119524.9;-73.55078;8.366459E-06;1.331564E-07;
89;3;27;00:03:48;6.30957365036011;0.025;0;-;-;-;174285.1;-73.07333;5.737725E-06;1.447305E-07;
90;3;28;00:03:50;3.98107171058655;0.025;0;-;-;-;253173.7;-72.5478;3.949857E-06;1.579071E-07;
91;3;29;00:03:53;2.51188659667969;0.025;0;-;-;-;365484.2;-72.01826;2.736097E-06;1.733611E-07;
92;3;30;00:03:55;1.58489310741425;0.025;0;-;-;-;527647.9;-71.47815;1.895203E-06;1.903163E-07;
93;3;31;00:03:57;1;0.025;0;-;-;-;759487.8;-70.99174;1.316677E-06;2.095557E-07;
