Exported SMaRT Impedance Data
Experiment start time : 02-08-2022 15:52:07
Result Number;Sweep Number;Point Number;Time;frequency (Hz);AC Level (V);DC Level (V);Set Point ('C);Temperature ('C);Control ('C);Impedance Magnitude (Ohms);Impedance Phase Degrees (');Admittance Magnitude (S);Capacitance Magnitude (F);Result Number.Sweep Number.Point Number.Time.Frequency (Hz).AC Level (V).DC Level (V).Set Point ('C).Temperature ('C).Control ('C).Impedance Magnitude (Ohms).Impedance Phase Degrees (').Admittance Magnitude (S).Capacitance Magnitude (F)
24;1;24;00:01:20;25.1188640594482;0.025;0;-;-;-;10979.87;-70.98408;9.107574E-05;5.770626E-07;
25;1;25;00:01:22;15.8489322662354;0.025;0;-;-;-;16131.57;-74.88749;6.199024E-05;6.225061E-07;
26;1;26;00:01:24;10;0.025;0;-;-;-;24197.58;-78.08421;4.132645E-05;6.577309E-07;
27;1;27;00:01:28;6.30957365036011;0.025;0;-;-;-;36822.49;-80.55592;2.715732E-05;6.850261E-07;
28;1;28;00:01:30;3.98107171058655;0.025;0;-;-;-;56514.68;-82.37259;1.769452E-05;7.073901E-07;
29;1;29;00:01:32;2.51188659667969;0.025;0;-;-;-;87230.77;-83.68177;1.146385E-05;7.263577E-07;
30;1;30;00:01:34;1.58489310741425;0.025;0;-;-;-;135236.1;-84.57687;7.394477E-06;7.425534E-07;
31;1;31;00:01:36;1;0.025;0;-;-;-;210179.1;-85.232;4.757847E-06;7.572352E-07;
32;2;1;00:01:45;1000000;0.025;0;-;-;-;577.1429;-22.27462;1.732673E-03;2.757636E-10;
33;2;2;00:01:50;630957.3125;0.025;0;-;-;-;610.4656;-14.74507;1.638094E-03;4.131988E-10;
34;2;3;00:01:52;398107.1875;0.025;0;-;-;-;628.4105;-10.44838;1.591317E-03;6.361752E-10;
35;2;4;00:01:54;251188.640625;0.025;0;-;-;-;640.3575;-7.819607;1.561628E-03;9.894587E-10;
36;2;5;00:01:56;158489.3125;0.025;0;-;-;-;650.0645;-6.332592;1.538309E-03;1.54477E-09;
37;2;6;00:01:58;100000;0.025;0;-;-;-;659.1447;-5.660791;1.517118E-03;2.414568E-09;
38;2;7;00:02:03;63095.734375;0.025;0;-;-;-;668.1892;-5.664497;1.496582E-03;3.775033E-09;
39;2;8;00:02:05;39810.71875;0.025;0;-;-;-;679.757;-6.273418;1.471114E-03;5.881208E-09;
40;2;9;00:02:07;25118.86328125;0.025;0;-;-;-;694.8431;-7.481699;1.439174E-03;9.118712E-09;
41;2;10;00:02:09;15848.931640625;0.025;0;-;-;-;715.2361;-9.31129;1.39814E-03;1.404012E-08;
42;2;11;00:02:11;10000;0.025;0;-;-;-;743.7199;-11.84003;1.344592E-03;2.139985E-08;
43;2;12;00:02:13;6309.5732421875;0.025;0;-;-;-;784.6121;-15.14863;1.274515E-03;3.214883E-08;
44;2;13;00:02:14;3981.07177734375;0.025;0;-;-;-;844.7698;-19.26747;1.183754E-03;4.732404E-08;
45;2;14;00:02:16;2511.88647460938;0.025;0;-;-;-;934.276;-24.05967;1.070347E-03;6.781801E-08;
46;2;15;00:02:18;1584.89318847656;0.025;0;-;-;-;1066.078;-29.23758;9.380172E-04;9.419569E-08;
47;2;16;00:02:20;1000;0.025;0;-;-;-;1255.864;-34.45201;7.962645E-04;1.267295E-07;
48;2;17;00:02:22;630.957336425781;0.025;0;-;-;-;1523.399;-39.46107;6.564271E-04;1.655796E-07;
49;2;18;00:02:24;398.107177734375;0.025;0;-;-;-;1895.532;-44.17818;5.275565E-04;2.109061E-07;
50;2;19;00:02:28;251.18864440918;0.025;0;-;-;-;2413.439;-48.68523;4.143465E-04;2.62533E-07;
51;2;20;00:02:30;158.489318847656;0.025;0;-;-;-;3133.693;-53.08025;3.191122E-04;3.204525E-07;
52;2;21;00:02:32;100;0.025;0;-;-;-;4159.672;-57.5324;2.404036E-04;3.826142E-07;
53;2;22;00:02:34;63.0957374572754;0.025;0;-;-;-;5652.239;-62.06499;1.76921E-04;4.46272E-07;
54;2;23;00:02:36;39.8107147216797;0.025;0;-;-;-;7881.493;-66.62776;1.268795E-04;5.072379E-07;
55;2;24;00:02:38;25.1188640594482;0.025;0;-;-;-;11296.18;-70.94436;8.852547E-05;5.609039E-07;
56;2;25;00:02:40;15.8489322662354;0.025;0;-;-;-;16588.9;-74.78607;6.028126E-05;6.053444E-07;
57;2;26;00:02:42;10;0.025;0;-;-;-;24865.27;-77.93651;4.021673E-05;6.400692E-07;
58;2;27;00:02:45;6.30957365036011;0.025;0;-;-;-;37755.98;-80.3683;2.648587E-05;6.680892E-07;
59;2;28;00:02:47;3.98107171058655;0.025;0;-;-;-;57927.82;-82.14486;1.726286E-05;6.901334E-07;
60;2;29;00:02:49;2.51188659667969;0.025;0;-;-;-;89300.96;-83.41529;1.119809E-05;7.095191E-07;
61;2;30;00:02:51;1.58489310741425;0.025;0;-;-;-;138251.1;-84.33244;7.233216E-06;7.263596E-07;
62;2;31;00:02:53;1;0.025;0;-;-;-;214478.3;-84.93522;4.662477E-06;7.420563E-07;
63;3;1;00:03:02;1000000;0.025;0;-;-;-;564.4416;-21.7313;1.771663E-03;2.819689E-10;
64;3;2;00:03:07;630957.3125;0.025;0;-;-;-;596.3502;-14.40237;1.676867E-03;4.22979E-10;
65;3;3;00:03:09;398107.1875;0.025;0;-;-;-;613.492;-10.25127;1.630013E-03;6.516453E-10;
66;3;4;00:03:11;251188.640625;0.025;0;-;-;-;625.1611;-7.72667;1.599588E-03;1.013511E-09;
67;3;5;00:03:13;158489.3125;0.025;0;-;-;-;634.9394;-6.317054;1.574953E-03;1.581568E-09;
68;3;6;00:03:15;100000;0.025;0;-;-;-;644.1238;-5.711172;1.552497E-03;2.470875E-09;
69;3;7;00:03:20;63095.734375;0.025;0;-;-;-;653.7261;-5.777305;1.529692E-03;3.858552E-09;
70;3;8;00:03:22;39810.71875;0.025;0;-;-;-;665.5456;-6.45103;1.502527E-03;6.006789E-09;
71;3;9;00:03:24;25118.86328125;0.025;0;-;-;-;681.028;-7.740075;1.468368E-03;9.303691E-09;
72;3;10;00:03:26;15848.931640625;0.025;0;-;-;-;701.9587;-9.670088;1.424585E-03;1.430568E-08;
73;3;11;00:03:28;10000;0.025;0;-;-;-;731.249;-12.32536;1.367523E-03;2.176481E-08;
74;3;12;00:03:30;6309.5732421875;0.025;0;-;-;-;773.5419;-15.79622;1.292755E-03;3.260892E-08;
75;3;13;00:03:32;3981.07177734375;0.025;0;-;-;-;836.1078;-20.10076;1.196018E-03;4.781431E-08;
76;3;14;00:03:34;2511.88647460938;0.025;0;-;-;-;929.8221;-25.06744;1.075475E-03;6.814287E-08;
77;3;15;00:03:36;1584.89318847656;0.025;0;-;-;-;1068.505;-30.35929;9.35887E-04;9.398179E-08;
78;3;16;00:03:38;1000;0.025;0;-;-;-;1268.66;-35.57967;7.882331E-04;1.254512E-07;
79;3;17;00:03:40;630.957336425781;0.025;0;-;-;-;1550.138;-40.46287;6.451039E-04;1.627234E-07;
80;3;18;00:03:42;398.107177734375;0.025;0;-;-;-;1939.646;-44.97244;5.155581E-04;2.061094E-07;
81;3;19;00:03:45;251.18864440918;0.025;0;-;-;-;2477.828;-49.23742;4.035793E-04;2.557108E-07;
82;3;20;00:03:48;158.489318847656;0.025;0;-;-;-;3223.291;-53.42012;3.102419E-04;3.115449E-07;
83;3;21;00:03:50;100;0.025;0;-;-;-;4279.944;-57.68869;2.336479E-04;3.718623E-07;
84;3;22;00:03:52;63.0957374572754;0.025;0;-;-;-;5813.093;-62.11901;1.720255E-04;4.339232E-07;
85;3;23;00:03:54;39.8107147216797;0.025;0;-;-;-;8101.792;-66.56451;1.234295E-04;4.934454E-07;
86;3;24;00:03:56;25.1188640594482;0.025;0;-;-;-;11596.1;-70.84912;8.623586E-05;5.463967E-07;
87;3;25;00:03:58;15.8489322662354;0.025;0;-;-;-;17022.07;-74.63145;5.874727E-05;5.8994E-07;
88;3;26;00:03:59;10;0.025;0;-;-;-;25478.33;-77.74963;3.924903E-05;6.246679E-07;
89;3;27;00:04:03;6.30957365036011;0.025;0;-;-;-;38679.71;-80.13647;2.585335E-05;6.521342E-07;
90;3;28;00:04:05;3.98107171058655;0.025;0;-;-;-;59162.52;-81.9119;1.69026E-05;6.757307E-07;
91;3;29;00:04:08;2.51188659667969;0.025;0;-;-;-;91111.37;-83.16879;1.097558E-05;6.954207E-07;
92;3;30;00:04:10;1.58489310741425;0.025;0;-;-;-;140879.8;-84.07116;7.098251E-06;7.128065E-07;
93;3;31;00:04:12;1;0.025;0;-;-;-;218174;-84.68512;4.583497E-06;7.294863E-07;
